person_id,姓名,性别,年龄,年龄段,家庭状态,职业大类,occupation_code,具体职位,home_place_id,work_place_id,school_place_id,sociability,routine_preference,spontaneity,travel_tolerance,nightlife_preference,activity_budget,family_orientation,warmth,directness,patience,communication_style,employer_id,personality_summary
P02997,高嘉,女,37,35-39,有未成年孩子,上班族,office_worker,HR经理,PL_W660603448,PL_W57385304,PL_W34617709,0.45,0.85,0.39,0.52,0.22,0.28,0.73,0.17,0.20,0.68,克制务实,ORG_UNRES_W57385304,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P02998,杨晨豪,男,28,25-29,有未成年孩子,服务业者,service_worker,收银员,PL_W659460662,PL_N6711391666,PL_W41364187,0.79,0.39,0.52,0.75,0.82,0.78,0.89,0.63,0.32,0.40,健谈外向,ORG_N6711391666,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式健谈外向，重视家庭联系，喜欢晚间外出。
P02999,唐欣诺,女,30,30-34,无需要照顾的孩子,服务业者,service_worker,零售店员,PL_W662175263,PL_N5176791511,,0.69,0.67,0.45,0.59,0.56,0.44,0.35,0.70,0.70,0.46,坦率热情,ORG_N5176791511,性格较为外向，通常愿意主动联系熟人并参加共同活动。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式坦率热情，生活取向相对均衡。
P03000,王嫣,女,37,35-39,无需要照顾的孩子,服务业者,service_worker,咖啡师,PL_W702167759,PL_N3957196268,,0.50,0.43,0.65,0.56,0.35,0.87,0.64,0.84,0.63,0.33,温和体贴,ORG_N3957196268,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式温和体贴，生活取向相对均衡。
P03001,陈怡安,女,28,25-29,无需要照顾的孩子,上班族,office_worker,财务专员,PL_W531109678,PL_W141693951,,0.22,0.54,0.52,0.56,0.41,0.44,0.34,0.72,0.71,0.37,坦率热情,ORG_W110166031,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式坦率热情，生活取向相对均衡。
P03002,郑轩清,男,41,40-45,无需要照顾的孩子,自由业者,freelancer,摄影师,PL_W660569644,PL_W660569644,,0.58,0.15,0.59,0.30,0.56,0.73,0.36,0.45,0.15,0.55,克制务实,ORG_UNRES_W660569644,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；更偏好住处或工作地点附近的活动。交流方式克制务实，生活取向相对均衡。
P03003,杨怡晨,女,31,30-34,无需要照顾的孩子,上班族,office_worker,财务专员,PL_W216295014,PL_W122204658,,0.64,0.80,0.38,0.58,0.42,0.22,0.66,0.14,0.44,0.40,克制务实,ORG_N6419730380,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P03004,吴婷,女,32,30-34,无需要照顾的孩子,自由业者,freelancer,咨询顾问,PL_W31754690,PL_W531098554,,0.80,0.56,0.39,0.44,0.55,0.32,0.30,0.73,0.14,0.53,温和体贴,ORG_UNRES_W531098554,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式温和体贴，生活取向相对均衡。
P03005,胡远,女,25,25-29,无需要照顾的孩子,上班族,office_worker,客户专员,PL_W943421439,PL_W33849252,,0.46,0.44,0.61,0.33,0.54,0.30,0.59,0.39,0.74,0.70,直接简洁,ORG_UNRES_W33849252,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；更偏好住处或工作地点附近的活动。交流方式直接简洁，处理分歧时较有耐心。
P03006,李婉,女,38,35-39,有未成年孩子,上班族,office_worker,行政专员,PL_W659838052,PL_W676104931,PL_W224809461,0.78,0.58,0.27,0.52,0.59,0.47,0.60,0.42,0.37,0.38,健谈外向,ORG_N6543870360,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式健谈外向，生活取向相对均衡。
P03007,张楷阳,男,30,30-34,有未成年孩子,体力劳动者,manual_worker,维修技师,PL_W233647044,PL_W34582830,PL_W34228912,0.59,0.85,0.40,0.67,0.35,0.13,0.52,0.45,0.93,0.23,直接简洁,ORG_UNRES_W34582830,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式直接简洁，生活取向相对均衡。
P03008,曹轩乐,男,32,30-34,有未成年孩子,服务业者,service_worker,咖啡师,PL_W34229573,PL_N281664356,PL_W760840673,0.77,0.45,0.58,0.41,0.33,0.22,0.38,0.45,0.78,0.38,直接简洁,ORG_N281664356,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式直接简洁，生活取向相对均衡。
P03009,杨涵心,男,45,40-45,有成年孩子,自由业者,freelancer,网店经营者,PL_W705563027,PL_W705563027,,0.69,0.55,0.52,0.58,0.50,0.24,0.68,0.24,0.53,0.96,沉稳耐心,ORG_UNRES_W705563027,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式沉稳耐心，处理分歧时较有耐心。
P03010,李欣远,女,29,25-29,有未成年孩子,服务业者,service_worker,理发师,PL_W924866606,PL_N12995864449,PL_W179180309,0.67,0.51,0.47,0.72,0.65,0.25,0.73,0.22,0.27,0.97,沉稳耐心,ORG_N12995864449,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式沉稳耐心，重视家庭联系，处理分歧时较有耐心。
P03011,张宁宁,男,30,30-34,无需要照顾的孩子,上班族,office_worker,软件工程师,PL_W870609774,PL_N5441888147,,0.14,0.60,0.46,0.52,0.39,0.24,0.34,0.24,0.36,0.54,克制务实,ORG_N5441888147,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P03012,马子乐,女,44,40-45,有未成年孩子,上班族,office_worker,高级软件工程师,PL_W705132830,PL_N14067313670,PL_W24986415,0.33,0.24,0.86,0.40,0.42,0.35,0.33,0.73,0.62,0.43,温和体贴,ORG_N14067313670,性格偏安静，更喜欢小范围交往和熟悉的人。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式温和体贴，生活取向相对均衡。
P03013,马雨雨,女,45,40-45,有未成年孩子,上班族,office_worker,销售经理,PL_W659341083,PL_W58854900,PL_W25366324,0.26,0.77,0.29,0.59,0.45,0.17,0.84,0.78,0.37,0.66,温和体贴,ORG_N5825570577,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式温和体贴，重视家庭联系。
P03014,徐佳涵,女,23,18-24,无需要照顾的孩子,大学生,university_student,硕士研究生,PL_W705882028,PL_N10977886210,PL_N10977886210,0.54,0.56,0.54,0.60,0.50,0.71,0.44,0.76,0.79,0.70,坦率热情,ORG_N10977886210,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式坦率热情，处理分歧时较有耐心。
P03015,陈豪嘉,男,25,25-29,无需要照顾的孩子,体力劳动者,manual_worker,搬运工,PL_W661779551,PL_W662441652,,0.65,0.52,0.71,0.62,0.38,0.48,0.56,0.33,0.11,0.21,克制务实,ORG_UNRES_W662441652,社交态度适中，既愿意参加活动，也需要独处时间。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P03016,刘乐嘉,女,19,18-24,无需要照顾的孩子,服务业者,service_worker,零售店员,PL_W41405397,PL_N12242462504,,0.46,0.57,0.38,0.35,0.62,0.64,0.50,0.78,0.74,0.24,坦率热情,ORG_N12242462504,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式坦率热情，生活取向相对均衡。
P03017,刘思,女,45,40-45,有未成年孩子,上班族,office_worker,数据分析师,PL_W767378203,PL_N14029887157,PL_W34617361,0.17,0.80,0.41,0.27,0.43,0.74,0.33,0.59,0.79,0.56,坦率热情,ORG_N14029887157,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；更偏好住处或工作地点附近的活动。交流方式坦率热情，生活取向相对均衡。
P03018,刘诗嫣,女,33,30-34,无需要照顾的孩子,上班族,office_worker,财务主管,PL_W662711947,PL_N9821236068,,0.27,0.84,0.36,0.28,0.40,0.34,0.59,0.65,0.45,0.47,克制务实,ORG_N9821236068,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；更偏好住处或工作地点附近的活动。交流方式克制务实，生活取向相对均衡。
P03019,程思,女,39,35-39,有未成年孩子,上班族,office_worker,部门经理,PL_W31617620,PL_W115222390,PL_W224818044,0.55,0.21,0.54,0.36,0.31,0.60,0.95,0.52,0.36,0.64,克制务实,ORG_W115222390,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P03020,罗佳彤,女,28,25-29,无需要照顾的孩子,自由业者,freelancer,私教,PL_W660838262,PL_W660838262,,0.20,0.42,0.34,0.60,0.36,0.27,0.50,0.74,0.44,0.62,温和体贴,ORG_UNRES_W660838262,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式温和体贴，生活取向相对均衡。
P03021,袁若欣,女,44,40-45,无需要照顾的孩子,体力劳动者,manual_worker,快递员,PL_W31757869,PL_W34551228,,0.61,0.42,0.57,0.55,0.53,0.59,0.64,0.45,0.44,0.28,克制务实,ORG_UNRES_W34551228,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P03022,冯语梦,女,31,30-34,无需要照顾的孩子,上班族,office_worker,高级运营专员,PL_W659334322,PL_W33806242,,0.83,0.49,0.40,0.84,0.42,0.29,0.21,0.34,0.35,0.62,健谈外向,ORG_W455610180,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式健谈外向，生活取向相对均衡。
P03023,刘雅远,女,39,35-39,无需要照顾的孩子,服务业者,service_worker,咖啡师,PL_W636033816,PL_N7578613297,,0.27,0.35,0.49,0.35,0.52,0.52,0.54,0.53,0.16,0.38,克制务实,ORG_N7578613297,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P03024,朱俊嘉,男,39,35-39,无需要照顾的孩子,服务业者,service_worker,房产经纪,PL_W31756306,PL_W56062949,,0.45,0.61,0.42,0.40,0.50,0.81,0.54,0.62,0.64,0.67,克制务实,ORG_W56062949,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P03025,孙琪,女,27,25-29,无需要照顾的孩子,体力劳动者,manual_worker,配送员,PL_W660867337,PL_W32610516,,0.73,0.41,0.60,0.87,0.83,0.71,0.40,0.41,0.51,0.31,健谈外向,ORG_UNRES_W32610516,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式健谈外向，喜欢晚间外出。
P03026,孙言晨,女,25,25-29,无需要照顾的孩子,服务业者,service_worker,酒店服务人员,PL_W170052637,PL_W55036397,,0.19,0.10,0.62,0.27,0.31,0.30,0.16,0.43,0.60,0.21,克制务实,ORG_W55036397,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；更偏好住处或工作地点附近的活动。交流方式克制务实，生活取向相对均衡。
P03027,张清嘉,男,40,40-45,无需要照顾的孩子,上班族,office_worker,HR经理,PL_W34229572,PL_W58335971,,0.35,0.58,0.36,0.26,0.37,0.35,0.69,0.41,0.59,0.43,克制务实,ORG_N9133561186,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；更偏好住处或工作地点附近的活动。交流方式克制务实，重视家庭联系。
P03028,刘安,女,32,30-34,有未成年孩子,上班族,office_worker,项目经理,PL_W662143473,PL_W181032381,PL_W36543326,0.03,0.67,0.39,0.49,0.24,0.62,0.81,0.39,0.56,0.15,克制务实,ORG_UNRES_W181032381,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P03029,韩安,女,32,30-34,无需要照顾的孩子,上班族,office_worker,HR经理,PL_W687185986,PL_W804360805,,0.22,0.39,0.69,0.42,0.55,0.14,0.70,0.11,0.43,0.34,克制务实,ORG_UNRES_W804360805,性格偏安静，更喜欢小范围交往和熟悉的人。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P03030,刘知晴,女,36,35-39,有未成年孩子,上班族,office_worker,运营专员,PL_W659445231,PL_W679046739,PL_W121969533,0.39,0.59,0.33,0.52,0.59,0.20,0.69,0.62,0.65,0.48,克制务实,ORG_W204710538,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P03031,陈诺心,女,42,40-45,有未成年孩子,服务业者,service_worker,收银员,PL_W704287221,PL_N12250879245,PL_W688269003,0.38,0.14,0.71,0.59,0.31,0.30,0.83,0.51,0.94,0.33,直接简洁,ORG_N12250879245,社交态度适中，既愿意参加活动，也需要独处时间。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式直接简洁，重视家庭联系。
P03032,于可言,女,42,40-45,有未成年孩子,上班族,office_worker,产品经理,PL_W31373435,PL_W678433693,PL_W224136221,0.87,0.49,0.33,0.58,0.46,0.40,0.67,0.73,0.80,0.41,坦率热情,ORG_UNRES_W678433693,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式坦率热情，生活取向相对均衡。
P03033,胡思哲,男,31,30-34,无需要照顾的孩子,服务业者,service_worker,酒店服务人员,PL_W660980995,PL_W44076451,,0.27,0.70,0.29,0.55,0.22,0.58,0.58,0.51,0.72,0.71,直接简洁,ORG_W44076451,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式直接简洁，处理分歧时较有耐心。
